date,elapsed_days,rent_cash,rent_investments,rent_home_value,rent_mortgage_principal,rent_accrued_mortgage_interest,rent_equity,rent_net_worth,rent_net_worth_after_selling_costs,rent_cumulative_income,rent_cumulative_housing_cash_outflows,rent_cumulative_housing_expenses,buy_cash,buy_investments,buy_home_value,buy_mortgage_principal,buy_accrued_mortgage_interest,buy_equity,buy_net_worth,buy_net_worth_after_selling_costs,buy_cumulative_income,buy_cumulative_housing_cash_outflows,buy_cumulative_housing_expenses,net_worth_difference,net_worth_after_selling_costs_difference
2034-07-31,3103,15000.00,623261.97,0.00,0.00,0.00,0.00,638261.97,638261.97,688732.78,379185.44,379185.44,15000.00,333481.62,771409.97,421816.22,0.00,349593.75,698075.37,651790.77,688732.78,566196.85,388013.07,59813.39,13528.80
2034-08-31,3134,15000.00,629550.37,0.00,0.00,0.00,0.00,644550.37,644550.37,696055.65,383337.25,383337.25,15000.00,338663.38,773349.00,421069.95,0.00,352279.05,705942.43,659541.49,696055.65,570017.65,391087.61,61392.06,14991.12
2034-09-30,3164,15000.00,635768.16,0.00,0.00,0.00,0.00,650768.16,650768.16,703378.52,387489.06,387489.06,15000.00,343815.71,775230.13,420319.60,0.00,354910.54,713726.25,667212.44,703378.52,573838.46,394158.05,62958.09,16444.28
2034-10-31,3195,15000.00,642118.60,0.00,0.00,0.00,0.00,657118.60,657118.60,710701.39,391640.87,391640.87,15000.00,349048.74,777178.77,419565.12,0.00,357613.65,721662.39,675031.67,710701.39,577659.26,397224.38,64543.79,17913.07
2034-11-30,3225,15000.00,648396.72,0.00,0.00,0.00,0.00,663396.72,663396.72,718024.26,395792.67,395792.67,15000.00,354250.93,779069.22,418806.52,0.00,360262.70,729513.63,682769.48,718024.26,581480.06,400286.58,66116.91,19372.75
2034-12-31,3256,15000.00,654809.82,0.00,0.00,0.00,0.00,669809.82,669809.82,725347.13,399944.48,399944.48,15000.00,359535.73,781027.51,418043.75,0.00,362983.76,737519.49,690657.84,725347.13,585300.86,403344.61,67709.67,20848.02
2035-01-31,3287,15000.00,660980.15,0.00,0.00,0.00,0.00,675980.15,675980.15,732816.46,404517.33,404517.33,11487.99,361319.44,782990.72,417276.80,0.00,365713.92,738521.35,691541.90,732816.46,596307.45,413584.25,62541.20,15561.76
2035-02-28,3315,15000.00,667160.59,0.00,0.00,0.00,0.00,682160.59,682160.59,740285.79,408790.18,408790.18,15000.00,363076.88,784768.18,416505.64,0.00,368262.54,746339.42,699253.33,740285.79,600143.49,416649.13,64178.83,17092.74
2035-03-31,3346,15000.00,673692.19,0.00,0.00,0.00,0.00,688692.19,688692.19,747755.12,413063.02,413063.02,15000.00,368536.69,786740.80,415730.25,0.00,371010.54,754547.24,707342.79,747755.12,603979.52,419709.78,65855.04,18650.60
2035-04-30,3376,15000.00,680147.31,0.00,0.00,0.00,0.00,695147.31,695147.31,755224.45,417335.87,417335.87,15000.00,373963.66,788654.50,414950.62,0.00,373703.88,762667.54,715348.27,755224.45,607815.56,422766.17,67520.23,20200.96
2035-05-31,3407,15000.00,686743.34,0.00,0.00,0.00,0.00,701743.34,701743.34,762693.78,421608.72,421608.72,15000.00,379477.49,790636.88,414166.71,0.00,376470.18,770947.66,723509.45,762693.78,611651.59,425818.30,69204.32,21766.11
2035-06-30,3437,15000.00,693261.11,0.00,0.00,0.00,0.00,708261.11,708261.11,770163.10,425881.57,425881.57,15000.00,384956.98,792560.06,413378.50,0.00,379181.57,779138.54,731584.94,770163.10,615487.63,428866.12,70877.43,23323.83
2035-07-31,3468,15000.00,699922.20,0.00,0.00,0.00,0.00,714922.20,714922.20,777632.43,430154.41,430154.41,15000.00,390525.34,794552.27,412585.96,0.00,381966.30,787491.64,739818.51,777632.43,619323.66,431909.62,72569.44,24896.30
2035-08-31,3499,15000.00,706616.34,0.00,0.00,0.00,0.00,721616.34,721616.34,785101.76,434427.26,434427.26,15000.00,396121.33,796549.47,411789.09,0.00,384760.39,795881.72,748088.75,785101.76,623159.69,434948.78,74265.38,26472.41
2035-09-30,3529,15000.00,713229.52,0.00,0.00,0.00,0.00,728229.52,728229.52,792571.09,438700.11,438700.11,15000.00,401680.73,798487.04,410987.84,0.00,387499.20,804179.92,756270.70,792571.09,626995.73,437983.57,75950.41,28041.18
2035-10-31,3560,15000.00,719989.67,0.00,0.00,0.00,0.00,734989.67,734989.67,800040.42,442972.96,442972.96,15000.00,407332.06,800494.14,410182.20,0.00,390311.94,812644.00,764614.35,800040.42,630831.76,441013.96,77654.32,29624.68
2035-11-30,3590,15000.00,726667.05,0.00,0.00,0.00,0.00,741667.05,741667.05,807509.75,447245.80,447245.80,15000.00,412945.27,802441.29,409372.14,0.00,393069.15,821014.43,772867.95,807509.75,634667.80,444039.94,79347.37,31200.90
2035-12-31,3621,15000.00,733493.87,0.00,0.00,0.00,0.00,748493.87,748493.87,814979.07,451518.65,451518.65,15000.00,418652.49,804458.33,408557.64,0.00,395900.69,829553.18,781285.68,814979.07,638503.83,447061.47,81059.31,32791.81
2036-01-31,3652,15000.00,740079.35,0.00,0.00,0.00,0.00,755079.35,755079.35,822597.79,456216.10,456216.10,11478.43,420729.48,806480.44,407738.67,0.00,398741.77,830949.68,782560.85,822597.79,649669.37,457408.04,75870.33,27481.50
2036-02-29,3681,15000.00,746758.44,0.00,0.00,0.00,0.00,761758.44,761758.44,830216.51,460613.55,460613.55,15000.00,422945.45,808376.69,406915.22,0.00,401461.48,839406.92,790904.32,830216.51,653520.94,460436.16,77648.48,29145.88
2036-03-31,3712,15000.00,753709.72,0.00,0.00,0.00,0.00,768709.72,768709.72,837835.22,465010.99,465010.99,15000.00,428836.13,810408.65,406087.24,0.00,404321.41,848157.53,799533.01,837835.22,657372.51,463459.75,79447.81,30823.29
2036-04-30,3742,15000.00,760573.77,0.00,0.00,0.00,0.00,775573.77,775573.77,845453.94,469408.44,469408.44,15000.00,434686.42,812379.92,405254.73,0.00,407125.19,856811.62,808068.82,845453.94,661224.08,466478.81,81237.85,32495.05
2036-05-31,3773,15000.00,767593.59,0.00,0.00,0.00,0.00,782593.59,782593.59,853072.65,473805.89,473805.89,15000.00,440635.36,814421.94,404417.65,0.00,410004.29,865639.65,816774.33,853072.65,665075.65,469493.30,83046.05,34180.74
2036-06-15,3788,15012.21,769433.88,0.00,0.00,0.00,0.00,784446.10,784446.10,853072.65,473805.89,473805.89,12.21,441691.77,815411.86,404417.65,1108.78,410994.21,851589.41,802664.70,853072.65,680075.65,484493.30,67143.32,18218.60
2036-06-30,3803,15000.00,774524.29,0.00,0.00,0.00,0.00,789524.29,789524.29,860691.37,478203.34,478203.34,3779.37,442750.72,816402.98,403575.99,0.00,412826.99,859357.08,810372.90,860691.37,683927.22,487503.21,69832.79,20848.61
2036-07-31,3834,15000.00,781613.32,0.00,0.00,0.00,0.00,796613.32,796613.32,868310.08,482600.78,482600.78,7552.87,444947.26,818455.11,402729.70,0.00,415725.41,868225.55,819118.24,868310.08,687778.79,490508.50,71612.22,22504.92
2036-08-31,3865,15000.00,788737.53,0.00,0.00,0.00,0.00,803737.53,803737.53,875928.80,486998.23,486998.23,11332.73,447154.71,820512.40,401878.78,0.00,418633.62,877121.06,827890.32,875928.80,691630.36,493509.14,73383.53,24152.79
2036-09-30,3895,15000.00,795769.73,0.00,0.00,0.00,0.00,810769.73,810769.73,883547.51,491395.68,491395.68,15000.00,449419.70,822508.25,401023.19,0.00,421485.06,885904.77,836554.27,883547.51,695481.93,496505.12,75135.03,25784.54
2036-10-31,3926,15000.00,802964.17,0.00,0.00,0.00,0.00,817964.17,817964.17,891166.23,495793.13,495793.13,15000.00,455441.73,824575.73,400162.91,0.00,424412.82,894854.55,845380.01,891166.23,699333.50,499496.42,76890.38,27415.84
2036-11-30,3956,15000.00,810064.67,0.00,0.00,0.00,0.00,825064.67,825064.67,898784.94,500190.57,500190.57,15000.00,461419.75,826581.47,399297.91,0.00,427283.55,903703.30,854108.42,898784.94,703185.08,502482.99,78638.64,29043.75
2036-12-31,3987,15000.00,817330.02,0.00,0.00,0.00,0.00,832330.02,832330.02,906403.66,504588.02,504588.02,15000.00,467501.31,828659.19,398428.17,0.00,430231.01,912732.32,863012.77,906403.66,707036.65,505464.82,80402.30,30682.75
2037-01-31,4018,15000.00,824355.53,0.00,0.00,0.00,0.00,839355.53,839355.53,914174.75,509413.73,509413.73,11468.68,469820.64,830742.13,397553.66,0.00,433188.46,914477.78,864633.25,914174.75,718364.31,515917.97,75122.25,25277.73
2037-02-28,4046,15000.00,831316.78,0.00,0.00,0.00,0.00,846316.78,846316.78,921945.84,513939.45,513939.45,15000.00,472315.20,832627.99,396674.36,0.00,435953.63,923268.83,873311.15,921945.84,722231.73,518906.08,76952.05,26994.37
2037-03-31,4077,15000.00,838711.68,0.00,0.00,0.00,0.00,853711.68,853711.68,929716.92,518465.16,518465.16,15000.00,478587.34,834720.91,395790.23,0.00,438930.68,932518.01,882434.76,929716.92,726099.14,521889.38,78806.34,28723.08
2037-04-30,4107,15000.00,846007.90,0.00,0.00,0.00,0.00,861007.90,861007.90,937488.01,522990.88,522990.88,15000.00,484813.00,836751.32,394901.26,0.00,441850.06,941663.07,891457.99,937488.01,729966.56,524867.82,80655.17,30450.09
2037-05-31,4138,15000.00,853475.68,0.00,0.00,0.00,0.00,868475.68,868475.68,945259.10,527516.59,527516.59,15000.00,491147.15,838854.60,394007.41,0.00,444847.19,950994.34,900663.06,945259.10,733833.98,527841.39,82518.66,32187.38
2037-06-30,4168,15000.00,860842.78,0.00,0.00,0.00,0.00,875842.78,875842.78,953030.19,532042.30,532042.30,15000.00,497433.11,840895.07,393108.66,0.00,447786.41,960219.52,909765.82,953030.19,737701.40,530810.05,84376.74,33923.03
2037-07-31,4199,15000.00,868384.16,0.00,0.00,0.00,0.00,883384.16,883384.16,960801.28,536568.02,536568.02,15000.00,503829.86,843008.77,392204.98,0.00,450803.79,969633.65,919053.12,960801.28,741568.81,533773.79,86249.49,35668.96
2037-08-31,4230,15000.00,875962.95,0.00,0.00,0.00,0.00,890962.95,890962.95,968572.37,541093.73,541093.73,15000.00,510258.35,845127.78,391296.35,0.00,453831.43,979089.78,928382.11,968572.37,745436.23,536732.58,88126.82,37419.16
2037-09-30,4260,15000.00,883438.01,0.00,0.00,0.00,0.00,898438.01,898438.01,976343.46,545619.45,545619.45,15000.00,516636.06,847183.50,390382.73,0.00,456800.77,988436.83,937605.82,976343.46,749303.65,539686.38,89998.82,39167.81
2037-10-31,4291,15000.00,891091.49,0.00,0.00,0.00,0.00,906091.49,906091.49,984114.55,550145.16,550145.16,15000.00,523128.08,849313.01,389464.10,0.00,459848.90,997976.98,947018.20,984114.55,753171.07,542635.17,91885.49,40926.71
2037-11-30,4321,15000.00,898639.17,0.00,0.00,0.00,0.00,913639.17,913639.17,991885.64,554670.87,554670.87,15000.00,529567.57,851378.91,388540.44,0.00,462838.47,1007406.04,956323.31,991885.64,757038.48,545578.93,93766.87,42684.14
2037-12-31,4352,15000.00,906368.06,0.00,0.00,0.00,0.00,921368.06,921368.06,999656.73,559196.59,559196.59,15000.00,536123.75,853518.96,387611.71,0.00,465907.25,1017030.99,965819.86,999656.73,760905.90,548517.62,95662.93,44451.79
2038-01-31,4383,15000.00,913858.68,0.00,0.00,0.00,0.00,928858.68,928858.68,1007583.24,564154.34,564154.34,11458.73,538783.53,855664.39,386677.89,0.00,468986.50,1019228.75,967888.89,1007583.24,772398.93,559076.83,90370.07,39030.21
2038-02-28,4411,15000.00,921244.28,0.00,0.00,0.00,0.00,936244.28,936244.28,1015509.75,568812.10,568812.10,15000.00,541716.33,857606.83,385738.95,0.00,471867.88,1028584.21,977127.80,1015509.75,776282.52,562021.47,92339.93,40883.52
2038-03-31,4442,15000.00,929108.70,0.00,0.00,0.00,0.00,944108.70,944108.70,1023436.26,573469.85,573469.85,15000.00,548472.03,859762.54,384794.86,0.00,474967.67,1038439.71,986853.95,1023436.26,780166.10,564960.96,94331.01,42745.25
2038-04-30,4472,15000.00,936862.27,0.00,0.00,0.00,0.00,951862.27,951862.27,1031362.77,578127.61,578127.61,15000.00,555172.45,861853.86,383845.60,0.00,478008.26,1048180.72,996469.48,1031362.77,784049.68,567895.28,96318.44,44607.21
2038-05-31,4503,15000.00,944804.18,0.00,0.00,0.00,0.00,959804.18,959804.18,1039289.29,582785.36,582785.36,15000.00,561994.92,864020.24,382891.13,0.00,481129.11,1058124.03,1006282.81,1039289.29,787933.26,570824.39,98319.85,46478.64
2038-06-30,4533,15000.00,952633.10,0.00,0.00,0.00,0.00,967633.10,967633.10,1047215.80,587443.12,587443.12,15000.00,568760.26,866121.92,381931.42,0.00,484190.50,1067950.75,1015983.44,1047215.80,791816.84,573748.26,100317.66,48350.34
2038-07-31,4564,15000.00,960653.24,0.00,0.00,0.00,0.00,975653.24,975653.24,1055142.31,592100.87,592100.87,15000.00,575650.13,868299.03,380966.46,0.00,487332.57,1077982.70,1025884.76,1055142.31,795700.42,576666.88,102329.46,50231.52
2038-08-31,4595,15000.00,968713.17,0.00,0.00,0.00,0.00,983713.17,983713.17,1063068.82,596758.63,596758.63,15000.00,582574.19,870481.61,379996.20,0.00,490485.41,1088059.60,1035830.70,1063068.82,799584.00,579580.20,104346.42,52117.53
2038-09-30,4625,15000.00,976656.88,0.00,0.00,0.00,0.00,991656.88,991656.88,1070995.33,601416.38,601416.38,15000.00,589438.32,872599.01,379020.62,0.00,493578.39,1098016.71,1045660.77,1070995.33,803467.59,582488.20,106359.83,54003.89
2038-10-31,4656,15000.00,984796.21,0.00,0.00,0.00,0.00,999796.21,999796.21,1078921.84,606074.14,606074.14,15000.00,596430.78,874792.40,378039.69,0.00,496752.70,1108183.49,1055695.94,1078921.84,807351.17,585390.86,108387.28,55899.73
2038-11-30,4686,15000.00,992817.12,0.00,0.00,0.00,0.00,1007817.12,1007817.12,1086848.35,610731.89,610731.89,15000.00,603361.44,876920.28,377053.38,0.00,499866.89,1118228.33,1065613.11,1086848.35,811234.75,588288.13,110411.21,57796.00
2038-12-31,4717,15000.00,1001036.62,0.00,0.00,0.00,0.00,1016036.62,1016036.62,1094774.86,615389.65,615389.65,15000.00,610422.97,879124.53,376061.67,0.00,503062.86,1128485.83,1075738.36,1094774.86,815118.33,591180.00,112449.21,59701.74
2039-01-31,4748,15000.00,1009019.50,0.00,0.00,0.00,0.00,1024019.50,1024019.50,1102859.91,620483.33,620483.33,11448.58,613451.36,881334.32,375064.52,0.00,506269.80,1131169.75,1078289.69,1102859.91,826780.04,601844.56,107150.24,54270.18
2039-02-28,4776,15000.00,1016854.02,0.00,0.00,0.00,0.00,1031854.02,1031854.02,1110944.95,625277.02,625277.02,15000.00,616850.55,883335.04,374061.90,0.00,509273.14,1141123.69,1088123.59,1110944.95,830680.11,604742.00,109269.67,56269.57
2039-03-31,4807,15000.00,1025215.38,0.00,0.00,0.00,0.00,1040215.38,1040215.38,1119029.99,630070.70,630070.70,15000.00,624121.05,885555.41,373053.78,0.00,512501.63,1151622.68,1098489.36,1119029.99,834580.17,607633.95,111407.31,58273.98
2039-04-30,4837,15000.00,1033452.93,0.00,0.00,0.00,0.00,1048452.93,1048452.93,1127115.03,634864.38,634864.38,15000.00,631326.68,887709.48,372040.13,0.00,515669.34,1161996.03,1108733.46,1127115.03,838480.24,610520.38,113543.09,60280.53
2039-05-31,4868,15000.00,1041896.64,0.00,0.00,0.00,0.00,1056896.64,1056896.64,1135200.07,639658.07,639658.07,15000.00,638669.00,889940.85,371020.93,0.00,518919.92,1172588.92,1119192.47,1135200.07,842380.31,613401.24,115692.28,62295.83
2039-06-30,4898,15000.00,1050214.27,0.00,0.00,0.00,0.00,1065214.27,1065214.27,1143285.11,644451.75,644451.75,15000.00,645944.47,892105.58,369996.14,0.00,522109.44,1183053.92,1129527.58,1143285.11,846280.38,616276.52,117839.64,64313.31
2039-07-31,4929,15000.00,1058741.13,0.00,0.00,0.00,0.00,1073741.13,1073741.13,1151370.15,649245.43,649245.43,15000.00,653359.31,894348.00,368965.72,0.00,525382.28,1193741.59,1140080.71,1151370.15,850180.45,619146.17,120000.45,66339.57
2039-08-31,4960,15000.00,1067310.30,0.00,0.00,0.00,0.00,1082310.30,1082310.30,1159455.20,654039.11,654039.11,15000.00,660810.94,896596.06,367929.66,0.00,528666.40,1204477.33,1150681.57,1159455.20,854080.52,622010.18,122167.03,68371.27
2039-09-30,4990,15000.00,1075749.94,0.00,0.00,0.00,0.00,1090749.94,1090749.94,1167540.24,658832.80,658832.80,15000.00,668192.71,898776.98,366887.92,0.00,531889.06,1215081.76,1161155.15,1167540.24,857980.59,624868.50,124331.83,70405.21
2039-10-31,5021,15000.00,1084403.48,0.00,0.00,0.00,0.00,1099403.48,1099403.48,1175625.28,663626.48,663626.48,15000.00,675717.92,901036.17,365840.46,0.00,535195.70,1225913.62,1171851.45,1175625.28,861880.65,627721.12,126510.14,72447.97
2039-11-30,5051,15000.00,1092925.18,0.00,0.00,0.00,0.00,1107925.18,1107925.18,1183710.32,668420.16,668420.16,15000.00,683171.25,903227.89,364787.26,0.00,538440.62,1236611.88,1182418.20,1183710.32,865780.72,630567.99,128686.69,74493.02
2039-12-31,5082,15000.00,1101663.94,0.00,0.00,0.00,0.00,1116663.94,1116663.94,1191795.36,673213.85,673213.85,15000.00,690770.78,905498.27,363728.29,0.00,541769.98,1247540.76,1193210.86,1191795.36,869680.79,633409.08,130876.82,76546.92
2040-01-31,5113,15000.00,1110167.82,0.00,0.00,0.00,0.00,1125167.82,1125167.82,1200042.10,678447.46,678447.46,11438.23,694197.78,907774.35,362663.51,0.00,545110.84,1250746.86,1196280.40,1200042.10,881514.55,644178.06,125579.04,71112.58
2040-02-29,5142,15000.00,1118656.10,0.00,0.00,0.00,0.00,1133656.10,1133656.10,1208288.85,683381.07,683381.07,15000.00,698205.18,909908.77,361592.89,0.00,548315.88,1261521.06,1206926.54,1208288.85,885431.44,647024.32,127864.97,73270.44
2040-03-31,5173,15000.00,1127544.28,0.00,0.00,0.00,0.00,1142544.28,1142544.28,1216535.59,688314.69,688314.69,15000.00,706024.18,912195.94,360516.40,0.00,551679.54,1272703.72,1217971.96,1216535.59,889348.32,649864.72,130159.45,75427.69
2040-04-30,5203,15000.00,1136294.85,0.00,0.00,0.00,0.00,1151294.85,1151294.85,1224782.33,693248.30,693248.30,15000.00,713767.89,914414.81,359434.01,0.00,554980.80,1283748.69,1228883.80,1224782.33,893265.21,652699.21,132453.83,77588.95
2040-05-31,5234,15000.00,1145270.54,0.00,0.00,0.00,0.00,1160270.54,1160270.54,1233029.07,698181.91,698181.91,15000.00,721664.09,916713.31,358345.68,0.00,558367.63,1295031.72,1240028.92,1233029.07,897182.09,655527.77,134761.18,79758.38
2040-06-30,5264,15000.00,1154106.22,0.00,0.00,0.00,0.00,1169106.22,1169106.22,1241275.82,703115.52,703115.52,15000.00,729482.88,918943.16,357251.38,0.00,561691.78,1306174.66,1251038.07,1241275.82,901098.98,658350.36,137068.44,81931.85
2040-07-31,5295,15000.00,1163170.27,0.00,0.00,0.00,0.00,1178170.27,1178170.27,1249522.56,708049.14,708049.14,15000.00,737457.05,921253.04,356151.09,0.00,565101.95,1317559.00,1262283.82,1249522.56,905015.86,661166.95,139388.73,84113.55
2040-08-31,5326,15000.00,1172279.29,0.00,0.00,0.00,0.00,1187279.29,1187279.29,1257769.30,712982.75,712982.75,15000.00,745470.78,923568.73,355044.76,0.00,568523.97,1328994.75,1273580.62,1257769.30,908932.75,663977.51,141715.46,86301.33
2040-09-30,5356,15000.00,1181244.63,0.00,0.00,0.00,0.00,1196244.63,1196244.63,1266016.04,717916.36,717916.36,15000.00,753403.86,925815.26,353932.36,0.00,571882.89,1340286.75,1284737.84,1266016.04,912849.63,666782.00,144042.12,88493.21
2040-10-31,5387,15000.00,1190443.32,0.00,0.00,0.00,0.00,1205443.32,1205443.32,1274262.78,722849.98,722849.98,15000.00,761496.70,928142.41,352813.87,0.00,575328.54,1351825.24,1296136.70,1274262.78,916766.52,669580.39,146381.93,90693.38
2040-11-30,5417,15000.00,1199495.86,0.00,0.00,0.00,0.00,1214495.86,1214495.86,1282509.53,727783.59,727783.59,15000.00,769506.72,930400.07,351689.24,0.00,578710.83,1363217.55,1307393.54,1282509.53,920683.40,672372.64,148721.69,92897.68
2040-12-31,5448,15000.00,1208785.09,0.00,0.00,0.00,0.00,1223785.09,1223785.09,1290756.27,732717.20,732717.20,15000.00,777679.45,932738.75,350558.45,0.00,582180.30,1374859.75,1318895.42,1290756.27,924600.29,675158.73,151074.65,95110.33
2041-01-31,5479,15000.00,1217841.30,0.00,0.00,0.00,0.00,1232841.30,1232841.30,1299167.95,738094.86,738094.86,11427.68,781537.62,935083.30,349421.45,0.00,585661.85,1378627.15,1322522.15,1299167.95,936609.54,686030.99,145785.85,89680.85
